,Model,Sigma_y/E0,k/E0,E1/E0,cohesive_K,DI,Strain000,Strain001,Strain002,Strain003,Strain004,Strain005,Strain006,Strain007,Strain008,Strain009,Strain010,Strain011,Strain012,Strain013,Strain014,Strain015,Strain016,Strain017,Strain018,Strain019,Strain020,Strain021,Strain022,Strain023,Strain024,Strain025,Strain026,Strain027,Strain028,Strain029,Strain030,Strain031,Strain032,Strain033,Strain034,Strain035,Strain036,Strain037,Strain038,Strain039,Strain040,Strain041,Strain042,Strain043,Strain044,Strain045,Strain046,Strain047,Strain048,Strain049,Strain050,Strain051,Strain052,Strain053,Strain054,Strain055,Strain056,Strain057,Strain058,Strain059,Strain060,Strain061,Strain062,Strain063,Strain064,Strain065,Strain066,Strain067,Strain068,Strain069,Strain070,Strain071,Strain072,Strain073,Strain074,Strain075,Strain076,Strain077,Strain078,Strain079,Strain080,Strain081,Strain082,Strain083,Strain084,Strain085,Strain086,Strain087,Strain088,Strain089,Strain090,Strain091,Strain092,Strain093,Strain094,Strain095,Strain096,Strain097,Strain098,Strain099,Strain100
10,A012,0.0163,0.0557,7.82,6880691,72.41,-0.0,0.000855130620985,0.0017095074946466,0.0025631263383297,0.0034159743040685,0.0042680513918629,0.0051193361884368,0.0059694646680942,0.0068179443254817,0.0076644539614561,0.0085077944325481,0.0093460385438972,0.0101786081370449,0.0110052248394004,0.0118258672376873,0.0126394432548179,0.0134455032119914,0.0142421841541755,0.0150283725910064,0.0158017558886509,0.0165588650963597,0.0172959743040685,0.0180064668094218,0.0186753961456102,0.0192928479657387,0.0198605139186295,0.0203843897216274,0.020866573875803,0.021305653104925,0.0216980728051391,0.0220468950749464,0.0223593147751606,0.022643897216274,0.0229100642398286,0.0231612419700214,0.0233995717344753,0.0236261241970021,0.023841113490364,0.0240453961456102,0.024241113490364,0.0244295503211991,0.0246119914346895,0.0247895074946466,0.0249623126338329,0.0251312633832976,0.025296573875803,0.0254586723768736,0.0256177730192719,0.0257743040685224,0.0259280513918629,0.0260794432548179,0.0262284796573875,0.026375374732334,0.0265203426124197,0.0266631691648822,0.0268042826552462,0.0269434689507494,0.0270811563169164,0.027217130620985,0.0273516059957173,0.0274845824411134,0.0276158458244111,0.0277458244111349,0.0278743040685224,0.0280014989293361,0.0281269807280513,0.0282511777301927,0.0283736616702355,0.0284944325481798,0.0286132762312633,0.028730192719486,0.0288443254817987,0.0289552462526766,0.0290608137044967,0.0291578158458244,0.0292466809421841,0.0293381156316916,0.0294344753747323,0.0295338329764453,0.0296351177730192,0.0297372591006424,0.0298398286937901,0.0299428265524625,0.0300460385438972,0.0301492505353319,0.0302522483940042,0.0303552462526766,0.0304580299785867,0.0305605995717344,0.0306629550321199,0.0307648822269807,0.0308663811563169,0.0309676659528907,0.0310680942184154,0.0311680942184154,0.0312676659528907,0.0313661670235546,0.0314633832976445,0.0315569593147751,0.0316498929336188,0.031744539614561
11,A013,0.0133,0.0909,87.75,3525338,133.13,-0.0,0.0010226167023554,0.0020443361884368,0.0030651391862955,0.0040850535331905,0.005103704496788,0.0061194646680942,0.0071277730192719,0.0081259100642398,0.0091122055674518,0.0100836830835117,0.011037323340471,0.0119669164882226,0.0128682226980728,0.0137420128479657,0.0145807066381156,0.015375096359743,0.0161094646680942,0.0167747965738758,0.0173806423982869,0.0179365738758029,0.0184457815845824,0.0189076445396145,0.0193215203426124,0.0196941541755888,0.0200362955032119,0.0203584368308351,0.0206652890792291,0.0209586723768736,0.0212401284796573,0.0215104925053533,0.0217708779443254,0.0220220556745182,0.0222657387580299,0.022503426124197,0.0227359743040685,0.0229638115631691,0.0231877944325481,0.0234081370449678,0.0236252676659528,0.0238396145610278,0.0240511777301927,0.0242603854389721,0.0244674518201284,0.0246723768736616,0.0248751605995717,0.0250764453961456,0.0252758029978586,0.0254736616702355,0.0256698072805139,0.0258646680942184,0.0260580299785867,0.0262498929336188,0.0264406852248394,0.0266299785867237,0.0268179871520342,0.0270049250535331,0.0271905781584582,0.0273749464668094,0.0275580299785867,0.0277400428265524,0.027920556745182,0.0280997858672376,0.0282779443254818,0.0284543897216274,0.0286293361884368,0.0288025695931477,0.0289738758029978,0.0291423982869379,0.0293066381156316,0.0294605995717344,0.0295147751605995,0.0296526766595289,0.0297991434689507,0.0299490364025695,0.0301010706638115,0.0302543897216274,0.0304087794432548,0.0305640256959314,0.0307197002141327,0.0308758029978586,0.0310321199143468,0.0311886509635974,0.0313453961456102,0.0315019271948608,0.0316586723768736,0.0318149892933618,0.0319715203426124,0.0321278372591006,0.0322839400428265,0.0324396145610278,0.0325948608137044,0.0327496788008565,0.0329038543897216,0.0330573875802997,0.033209635974304,0.033361670235546,0.0335132762312633,0.0336644539614561,0.0338154175588865,0.0339661670235546
12,A014,0.0226,0.0689,194.96,7597268,194.44,-0.0,0.001041852248394,0.0020827901498929,0.0031228051391862,0.0041619057815845,0.0052000642398286,0.0062373019271948,0.0072736402569593,0.0083086723768736,0.0093419271948608,0.0103711991434689,0.0113956745182012,0.0124131049250535,0.0134234903640256,0.0144259957173447,0.0154199571734475,0.0164029978586723,0.0173744753747323,0.0183328907922912,0.0192765096359743,0.0202023126338329,0.0211088650963597,0.0219987152034261,0.0228715203426124,0.0237229122055674,0.0245526766595289,0.0253567451820128,0.0261321199143468,0.0268725910064239,0.0275728051391862,0.0282319057815845,0.028850749464668,0.0294361884368308,0.0299912205567451,0.0305175588865096,0.0310158458244111,0.0314860813704496,0.0319278372591006,0.0323398286937901,0.0327222698072805,0.0330783725910064,0.0334111349036402,0.0337250535331905,0.0340246252676659,0.0343128479657387,0.0345912205567451,0.0348608137044967,0.0351218415417558,0.035375374732334,0.0356216274089935,0.0358612419700214,0.0360942184154175,0.0363209850107066,0.0365419700214132,0.0367573875802997,0.0369674518201284,0.0371732334047109,0.0373747323340471,0.0375723768736616,0.0377668094218415,0.0379580299785867,0.0381462526766595,0.0383319057815845,0.0385147751605995,0.0386952890792291,0.0388732334047109,0.0390488222698072,0.0392222698072805,0.0393933618843683,0.0395623126338329,0.0397289079229122,0.0398931477516059,0.0400552462526766,0.0402147751605995,0.0403717344753747,0.0405256959314775,0.0406760171306209,0.0408207708779443,0.0409522483940042,0.0407710920770877,0.0409104925053533,0.0410421841541755,0.0411743040685224,0.0413072805139186,0.0414408993576017,0.0415747323340471,0.0417087794432548,0.0418428265524625,0.0419764453961456,0.042109635974304,0.0422419700214132,0.0423738758029978,0.0425044967880085,0.04263426124197,0.0427638115631691,0.0428929336188436,0.0430216274089935,0.0431501070663811,0.0432779443254818,0.0434049250535331,0.0435316916488222
13,A016,0.0226,0.0883,49.21,619194,203.64,-0.0,0.0009857344753747,0.0019706059957173,0.0029546038543897,0.0039377301927194,0.00492,0.005901391862955,0.0068819271948608,0.0078615203426124,0.0088399357601713,0.0098169593147751,0.0107911777301927,0.011761113490364,0.0127262740899357,0.0136858458244111,0.0146395074946466,0.0155863811563169,0.0165258886509635,0.0174574946466809,0.0183798929336188,0.0192914561027837,0.0201894218415417,0.0210734903640257,0.0219432548179871,0.0227987152034261,0.02363704496788,0.0244550321199143,0.0252490364025695,0.0260128479657387,0.0267406852248394,0.0274284796573875,0.028075374732334,0.0286865096359743,0.0292672376873661,0.0298194860813704,0.0303443254817987,0.0308417558886509,0.0313109207708779,0.0317511777301927,0.032161670235546,0.0325449678800856,0.0329042826552462,0.0332430406852248,0.0335657387580299,0.0338755888650963,0.0341751605995717,0.0344655246252676,0.0347471092077087,0.035020556745182,0.0352865096359743,0.0355451820128479,0.035796573875803,0.036041113490364,0.0362794432548179,0.0365124197002141,0.036740471092077,0.0369646680942184,0.0371852248394004,0.0374021413276231,0.0376160599571734,0.0378269807280513,0.0380351177730192,0.0382408993576017,0.0384441113490364,0.0386451820128479,0.0388441113490364,0.039041113490364,0.0392361884368308,0.0394293361884368,0.0396207708779443,0.0398104925053533,0.0399982869379015,0.0401847965738758,0.0403693790149892,0.0405522483940042,0.040733618843683,0.0409132762312633,0.0410914346895074,0.0412678800856531,0.0414423982869379,0.0416152034261241,0.0417860813704496,0.041954817987152,0.0421209850107066,0.0422841541755888,0.0424430406852248,0.0425933618843683,0.042613062098501,0.0427364025695931,0.042871948608137,0.0430126338329764,0.0431558886509636,0.0433006423982869,0.0434464668094218,0.043593147751606,0.043740471092077,0.0438882226980728,0.0440361884368308,0.0441845824411134,0.0443329764453961,0.0444815845824411
14,A017,0.0201,0.0472,39.59,2108998,160.85,-0.0,0.0009894582441113,0.00197804496788,0.0029657601713062,0.0039525695931477,0.00493852248394,0.0059235974304068,0.0069077087794432,0.007890471092077,0.0088716916488222,0.0098489721627409,0.0108210064239828,0.011786488222698,0.0127446680942184,0.0136947751605995,0.0146364453961456,0.0155683511777301,0.0164890149892933,0.0173961456102783,0.0182854389721627,0.0191568308351177,0.0200106209850107,0.0208444967880085,0.0216531049250535,0.0224325481798715,0.023175374732334,0.0238743040685224,0.0245250535331905,0.0251286937901498,0.0256937901498929,0.0262248394004282,0.0267226980728051,0.0271875802997858,0.0276177730192719,0.0280119914346895,0.0283704496788008,0.0286974304068522,0.0289980728051391,0.0292783725910064,0.0295441113490364,0.0297974304068522,0.0300402569593147,0.0302730192719486,0.0304965738758029,0.0307115631691648,0.0309184154175588,0.0311173447537473,0.0313092077087794,0.0314940042826552,0.0316728051391862,0.0318466809421841,0.0320160599571734,0.0321813704496788,0.0323430406852248,0.0325012847965738,0.0326565310492505,0.0328085653104925,0.0329580299785867,0.0331047109207708,0.0332488222698072,0.0333905781584582,0.0335297644539614,0.0336665952890792,0.0338008565310492,0.0339327623126338,0.0340620985010706,0.0341886509635974,0.0343119914346895,0.0344314775160599,0.0345453961456102,0.0346398286937901,0.0344648822269807,0.0345668094218415,0.034665096359743,0.0347640256959314,0.0348642398286937,0.034965096359743,0.0350663811563169,0.0351678800856531,0.0352691648822269,0.0353700214132762,0.0354706638115631,0.0355706638115631,0.0356700214132762,0.0357687366167023,0.0358668094218415,0.0359638115631691,0.0360605995717344,0.0361567451820128,0.0362524625267665,0.0363477516059957,0.0364426124197002,0.03653704496788,0.0366310492505353,0.0367246252676659,0.0368177730192719,0.0369107066381156,0.0370032119914346,0.0370955032119914,0.0371873661670235,0.0372790149892933
15,A018,0.0223,0.0525,63.4,8468447,107.65,-0.0,0.0010155460385438,0.0020301970021413,0.0030439400428265,0.0040567880085653,0.0050687152034261,0.0060797644539614,0.0070898929336188,0.0080987580299785,0.0091063169164882,0.0101109421841541,0.0111110064239828,0.0121047537473233,0.0130918629550321,0.0140717773019271,0.0150434689507494,0.0160060171306209,0.0169584582441113,0.0178992719486081,0.0188272376873661,0.0197383083511777,0.0206307708779443,0.0215057815845824,0.0223646680942184,0.02320278372591,0.0240177730192719,0.024806852248394,0.0255646680942184,0.0262847965738758,0.0269631691648822,0.0275976445396145,0.0281920770877944,0.0287537473233404,0.0292843683083511,0.029785653104925,0.0302573875802997,0.0306991434689507,0.0311092077087794,0.0314871520342612,0.0318357601713062,0.0321578158458244,0.0324578158458244,0.032741113490364,0.0330115631691648,0.0332713062098501,0.0335214132762312,0.0337625267665952,0.0339955032119914,0.034220556745182,0.0344387580299785,0.0346498929336188,0.0348541755888651,0.0350524625267665,0.035244539614561,0.0354312633832976,0.035613062098501,0.0357907922912205,0.0359644539614561,0.0361346895074946,0.0363014989293361,0.036465096359743,0.0366259100642398,0.0367837259100642,0.0369387580299785,0.0370912205567451,0.0372413276231263,0.0373886509635974,0.0375334047109207,0.037675374732334,0.0378145610278372,0.037950749464668,0.0380835117773019,0.0382117773019271,0.0383325481798715,0.0384263383297644,0.0382346895074946,0.0383488222698072,0.0384588865096359,0.0385695931477516,0.0386809421841541,0.0387927194860813,0.0389044967880085,0.0390162740899357,0.0391276231263383,0.0392385438972162,0.0393488222698072,0.039458244111349,0.0395670235546038,0.0396749464668094,0.0397820128479657,0.0398886509635974,0.0399948608137045,0.0401008565310492,0.0402059957173447,0.0403107066381156,0.0404149892933618,0.0405188436830835,0.0406222698072805,0.0407254817987152,0.0408282655246252,0.0409306209850107
16,A020,0.0139,0.0811,2.59,6601209,237.64,-0.0,0.0007008201284796,0.0014010085653104,0.002100556745182,0.0027994646680942,0.0034977516059957,0.0041953104925053,0.0048919271948608,0.0055870235546038,0.0062801284796573,0.0069696573875803,0.0076555460385438,0.0083377944325481,0.0090165952890792,0.0096916274089935,0.0103624411134903,0.0110284154175588,0.0116884154175588,0.0123421841541755,0.0129886723768736,0.0136268736616702,0.0142551177730192,0.0148696145610278,0.0154595503211991,0.0160083725910064,0.0165073661670235,0.016952226980728,0.0173383940042826,0.0176708779443254,0.0179623126338329,0.0182257387580299,0.0184676017130621,0.0186902569593147,0.0188976445396145,0.0190942826552462,0.0192832976445396,0.0194664025695931,0.0196447751605995,0.0198193790149892,0.0199908137044967,0.0201594004282655,0.0203254175588865,0.0204891434689507,0.0206507922912205,0.0208105353319057,0.02096852248394,0.0211249036402569,0.0212797858672376,0.0214334047109207,0.0215854389721627,0.0217364025695931,0.0218862955032119,0.0220351177730192,0.0221826552462526,0.0223293361884368,0.0224751605995717,0.022619914346895,0.0227638115631691,0.0229066381156316,0.0230488222698072,0.0231901498929336,0.0233306209850107,0.0234702355460385,0.0236092077087794,0.023747323340471,0.0238847965738758,0.0240214132762312,0.0241576017130621,0.0242927194860813,0.024427408993576,0.0245614561027837,0.0246946466809421,0.0248271948608137,0.0249593147751606,0.0250905781584582,0.0252214132762312,0.025351391862955,0.0254809421841541,0.0256098501070663,0.0257381156316916,0.0258659528907922,0.0259929336188436,0.0261194860813704,0.0262456102783725,0.0263710920770877,0.026495931477516,0.0266203426124197,0.0267441113490364,0.0268672376873661,0.0269901498929336,0.0271122055674518,0.0272340471092077,0.0273552462526766,0.0274758029978586,0.0275961456102783,0.0277158458244111,0.0278351177730192,0.0279539614561027,0.0280721627408993,0.0281901498929336,0.0283077087794432
17,A021,0.005,0.0252,161.13,5904945,239.84,-0.0,0.0010380877944325,0.0020748286937901,0.0030956959314775,0.0040756959314775,0.0049816274089935,0.0057795717344753,0.0063991006423982,0.0068653104925053,0.0071880085653104,0.0074300214132762,0.0076329122055674,0.0078063811563169,0.0079580299785867,0.0080952890792291,0.0082220770877944,0.0083404925053533,0.0084521199143468,0.0085581584582441,0.0086595503211991,0.0087570021413276,0.008851113490364,0.0089423340471092,0.0090310706638115,0.0091175802997858,0.0092020770877944,0.0092847537473233,0.0093657173447537,0.0094450321199143,0.0095226552462526,0.0095985438972162,0.009672505353319,0.0097441113490364,0.0098119700214132,0.0097112205567451,0.0097892291220556,0.0098493147751605,0.0099089293361884,0.0099687152034261,0.0100286509635974,0.0100886509635974,0.0101486081370449,0.0102084796573875,0.0102682226980728,0.0103277944325481,0.0103871734475374,0.0104464239828693,0.0105055032119914,0.0105643683083511,0.0106230406852248,0.0106814989293361,0.0107397430406852,0.0107977730192719,0.0108556102783725,0.0109131477516059,0.0109704496788008,0.0110274304068522,0.0110841541755888,0.0111406638115631,0.0111967880085653,0.0112526338329764,0.0113083297644539,0.0113636616702355,0.011418800856531,0.011473704496788,0.011528244111349,0.0115823340471092,0.0116360599571734,0.0116895074946466,0.0117426552462526,0.0117954175588865,0.011847965738758,0.0119002997858672,0.0119523340471092,0.0120041327623126,0.0120557173447537,0.0121070877944325,0.0121582012847965,0.0122089935760171,0.0122595503211991,0.0123098929336188,0.0123599785867237,0.0124098286937901,0.0124594646680942,0.0125088436830835,0.0125580728051391,0.0126070877944325,0.0126559100642398,0.0127044111349036,0.0127526552462526,0.0128006852248394,0.0128484796573875,0.0128959957173447,0.0129432548179871,0.0129902355460385,0.0130369807280513,0.0130835546038543,0.0131299785867237,0.0131762312633832,0.0132222698072805,0.0132680942184154
18,A022,0.0136,0.019,10.94,3526477,154.77,-0.0,0.0008926659528907,0.0017845438972162,0.0026756316916488,0.0035659100642398,0.0044553319057815,0.0053434689507494,0.0062294646680942,0.0071120556745182,0.0079882869379014,0.0088564453961456,0.0097162526766595,0.0105666381156316,0.0114060171306209,0.0122314775160599,0.0130400642398286,0.0138264025695931,0.0145853104925053,0.0153062740899357,0.0159685867237687,0.0165614561027837,0.0170948822269807,0.0175755460385438,0.0180026552462526,0.0183706638115631,0.0186823982869379,0.0189491862955032,0.019186766595289,0.0194047965738758,0.0196063169164882,0.0197931905781584,0.0199666809421841,0.0201272376873661,0.0202764453961456,0.0204164453961456,0.0205489935760171,0.0206752248394004,0.0207957601713062,0.0209111563169164,0.0210219057815845,0.0211285653104925,0.0212314561027837,0.0213309421841541,0.021427408993576,0.0215209850107066,0.0216122055674518,0.0217008565310492,0.0217871520342612,0.0218713062098501,0.0219531049250535,0.0220325481798715,0.022109635974304,0.0221837259100642,0.0222543897216274,0.0223197002141327,0.0223689507494646,0.022219914346895,0.0222766595289079,0.0223291220556745,0.0223802997858672,0.0224291220556745,0.0224708779443254,0.0225158458244111,0.0225642398286937,0.022613704496788,0.0226631691648822,0.0227122055674518,0.0227610278372591,0.0228094218415417,0.0228571734475374,0.0229047109207708,0.022951391862955,0.0229974304068522,0.0230430406852248,0.0230882226980728,0.0231327623126338,0.0231768736616702,0.0232207708779443,0.0232642398286937,0.0233074946466809,0.0233501070663811,0.023392505353319,0.0234344753747323,0.0234760171306209,0.0235173447537473,0.023558244111349,0.0235989293361884,0.0236391862955032,0.0236790149892933,0.0237184154175588,0.0237576017130621,0.023796573875803,0.0238351177730192,0.0238732334047109,0.0239111349036402,0.0239486081370449,0.0239858672376873,0.0240229122055674,0.0240595289079229,0.0240957173447537,0.0241316916488222
19,A023,0.0079,0.0244,130.38,7657205,129.39,-0.0,0.0010350770877944,0.0020692483940042,0.0031022055674518,0.0041281584582441,0.0051359743040685,0.006117323340471,0.0070594218415417,0.0079483940042826,0.0087752462526766,0.0095092719486081,0.0101210920770877,0.010635653104925,0.0110624625267665,0.0113958029978586,0.0116619700214132,0.0118934903640256,0.0120998501070663,0.0122855460385438,0.0124531049250535,0.0126054603854389,0.012746209850107,0.0128779871520342,0.0130025695931477,0.0131210920770877,0.0132344111349036,0.0133433190578158,0.0134484154175588,0.0135501070663811,0.013648800856531,0.0137447751605995,0.0138382226980728,0.0139292505353319,0.0140179871520342,0.0141044539614561,0.0141886295503212,0.0142704282655246,0.0143496788008565,0.0144259100642398,0.0144979871520342,0.0145601070663811,0.0143629550321199,0.014437130620985,0.0144995289079229,0.0145602997858672,0.0146206209850107,0.0146806423982869,0.0147403854389721,0.0147998929336188,0.0148591220556745,0.0149181156316916,0.0149768308351177,0.0150352462526766,0.0150933832976445,0.0151512205567451,0.0152085867237687,0.0152657173447537,0.015322505353319,0.0153788222698072,0.0154348394004282,0.0154905781584582,0.015545931477516,0.0156009207708779,0.015655653104925,0.0157098286937901,0.015763618843683,0.0158169807280513,0.0158700214132762,0.0159227623126338,0.0159751605995717,0.016027323340471,0.0160791220556745,0.0161306209850107,0.0161817987152034,0.0162326338329764,0.0162831691648822,0.0163333618843683,0.0163831263383297,0.0164325695931477,0.0164817130620985,0.0165305995717344,0.0165791434689507,0.0166274304068522,0.0166754603854389,0.0167231691648822,0.0167706209850107,0.0168178158458244,0.0168647109207708,0.0169112419700214,0.016957408993576,0.0170032762312633,0.017048800856531,0.017093982869379,0.0171388222698072,0.0171834475374732,0.0172277730192719,0.0172718201284796,0.0173156102783725,0.0173591220556745,0.0174023768736616,0.017445374732334
20,A024,0.0158,0.0606,160.61,4661182,125.18,-0.0,0.0010370535331905,0.0020732012847965,0.0031084368308351,0.0041427408993576,0.0051761241970021,0.0062080513918629,0.0072364453961456,0.008257965738758,0.0092701070663811,0.0102717987152034,0.0112606638115631,0.0122340042826552,0.0131892933618843,0.0141212847965738,0.0150264668094218,0.0159079229122055,0.0167598072805139,0.0175783083511777,0.0183548608137044,0.0190783725910064,0.0197419057815845,0.020349079229122,0.0209109850107066,0.0214312633832976,0.0219109207708779,0.0223488222698072,0.0227430406852248,0.0230976445396145,0.0234197002141327,0.0237188436830835,0.0240014989293361,0.0242706638115631,0.0245278372591006,0.0247738758029978,0.025010278372591,0.02523704496788,0.0254550321199143,0.025665096359743,0.0258683083511777,0.0260653104925053,0.0262573875802997,0.0264449678800856,0.0266286937901498,0.0268089935760171,0.0269858672376873,0.0271599571734475,0.0273314775160599,0.0275002141327623,0.0276668094218415,0.027830835117773,0.0279929336188436,0.0281528907922912,0.0283109207708779,0.0284668094218415,0.0286207708779443,0.0287730192719486,0.0289231263383297,0.0290713062098501,0.0292175588865096,0.0293614561027837,0.029503426124197,0.0296426124197002,0.0297785867237687,0.0299098501070663,0.0300293361884368,0.0298717344753747,0.0299961456102783,0.0301160599571734,0.0302361884368308,0.0303563169164882,0.0304768736616702,0.0305974304068522,0.0307182012847965,0.0308389721627409,0.0309595289079229,0.0310798715203426,0.0312002141327623,0.031319914346895,0.0314394004282655,0.0315578158458244,0.0316758029978586,0.0317937901498929,0.0319107066381156,0.0320271948608137,0.0321428265524625,0.032258244111349,0.0323732334047109,0.0324877944325481,0.0326019271948608,0.0327156316916488,0.0328289079229122,0.0329419700214132,0.033054817987152,0.0331672376873661,0.0332794432548179,0.0333914346895074,0.0335029978586723,0.0336141327623126,0.0337248394004282,0.0338353319057815
21,A026,0.0073,0.0204,41.89,6582284,66.48,-0.0,0.0009973297644539,0.0019937794432548,0.0029889507494646,0.0039770663811563,0.0049469164882226,0.0058913062098501,0.0067955674518201,0.0076454603854389,0.0084166809421841,0.0090625910064239,0.009591670235546,0.010023340471092,0.0103512419700214,0.0106072591006423,0.0108274732334047,0.0110214989293361,0.0111938115631691,0.0113473019271948,0.0114866809421841,0.0116153319057815,0.0117354603854389,0.0118484368308351,0.0119554817987152,0.0120573875802997,0.0121549250535331,0.0122487152034261,0.0123392291220556,0.012426852248394,0.0125118843683083,0.0125944967880085,0.0126748394004282,0.0127530192719486,0.0128290578158458,0.0129029122055674,0.012974539614561,0.0130436616702355,0.0131097430406852,0.0131711349036402,0.0129303854389721,0.0130417130620985,0.0130997430406852,0.0131525695931477,0.0132044539614561,0.0132559100642398,0.0133070235546038,0.0133578372591006,0.0134083511777301,0.0134585438972162,0.0135085010706638,0.0135581584582441,0.0136075374732334,0.0136566595289079,0.0137053961456102,0.0137537901498929,0.0138019057815845,0.013849635974304,0.0138969807280513,0.0139440899357601,0.0139909207708779,0.0140374304068522,0.0140835760171306,0.0141293361884368,0.0141747109207708,0.0142197002141327,0.0142643897216274,0.0143088222698072,0.0143529764453961,0.0143968736616702,0.0144404282655246,0.0144836830835117,0.0145266595289079,0.0145693361884368,0.0146117987152034,0.0146539400428265,0.0146957387580299,0.0147371948608137,0.0147783725910064,0.0148192933618843,0.014859914346895,0.0149002997858672,0.014940471092077,0.0149804068522483,0.0150201070663811,0.0150595717344753,0.015098800856531,0.0151377087794432,0.0151763169164882,0.0152146680942184,0.0152527623126338,0.0152906423982869,0.0153282226980728,0.0153655888650963,0.0154027194860813,0.0154396788008565,0.0154764025695931,0.0155128479657387,0.0155491006423982,0.0155851177730192,0.0156209635974304,0.0156566167023554
22,A028,0.0087,0.0275,60.44,164278,120.8,-0.0,0.000964704496788,0.0019285695931477,0.0028915845824411,0.0038531905781584,0.0048081584582441,0.0057502355460385,0.0066735546038543,0.0075718629550321,0.0084374518201284,0.0092599357601713,0.0100122698072805,0.0106607066381156,0.0112198715203426,0.0117044967880085,0.0121061670235546,0.0124229764453961,0.0126841327623126,0.0129141327623126,0.0131198286937901,0.0133041113490364,0.0134712633832976,0.0136258886509635,0.0137707280513918,0.0139075374732334,0.0140374732334047,0.0141615203426124,0.0142805995717344,0.0143953319057815,0.0145062740899357,0.0146138543897216,0.0147184368308351,0.0148203854389721,0.0149198929336188,0.0150171520342612,0.0151123554603854,0.0152056316916488,0.0152970877944325,0.015386766595289,0.0154747109207708,0.0155609207708779,0.015645374732334,0.0157280085653104,0.0158086509635974,0.0158870021413276,0.0159625267665952,0.0160335117773019,0.0160924625267665,0.0159134047109207,0.0159848822269807,0.0160495289079229,0.0161130406852248,0.0161761884368308,0.016239079229122,0.0163017344753747,0.0163641327623126,0.0164262955032119,0.0164881584582441,0.0165497858672376,0.0166111349036402,0.0166722055674518,0.0167328479657387,0.0167931905781584,0.0168532119914346,0.01691278372591,0.0169720556745182,0.0170310064239828,0.0170897002141327,0.0171479443254818,0.0172059957173447,0.0172636402569593,0.017320835117773,0.0173776231263383,0.0174340042826552,0.0174901713062098,0.0175461456102783,0.0176019057815845,0.0176574518201284,0.0177126980728051,0.0177677301927194,0.0178225267665952,0.0178770021413276,0.0179312419700214,0.0179852462526766,0.0180390364025695,0.018092505353319,0.0181457173447537,0.0181986723768736,0.018251391862955,0.0183038115631691,0.0183559957173447,0.0184079443254818,0.0184596573875803,0.018511113490364,0.0185623126338329,0.0186131905781584,0.0186637473233404,0.0187138543897216,0.018763704496788,0.0188131905781584,0.0188623982869379
